,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,109566,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,139872815646.93893,143440125287.04865,True,,3,,,,2024-12-21T11:41:00.000Z,0.999693378632995,200205150530.56503,-25.2944,-0.00566874,0.12600536,-0.02772175,-0.04389453,0.05234911,-0.07812509,139829927652.99844,4.1098,143396143479.75,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-21 14:42:23.071255
3,52,XRP,XRP,xrp,1485,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57252380420.0,99986807248.0,False,,4,,,,2024-12-21T11:41:00.000Z,2.3019867543936505,21537152501.779217,-11.9526,-0.66724899,15.9535414,-5.35590129,106.95505907,330.74850281,287.90600678,131794221384.34639,3.8736,230198675439.37,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
4,1839,BNB,BNB,bnb,2314,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144007751.27,144007751.27,False,,5,,,,2024-12-21T11:41:00.000Z,677.2336708549949,2473772541.6247616,-19.0759,-0.49040238,8.92840721,-6.05215327,11.19275272,13.78351997,16.18959665,97526898024.15517,2.866,97526898024.16,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479246666.9886793,590502952.1732073,True,,6,,,,2024-12-21T11:41:00.000Z,193.19884226239526,6569589949.329795,-34.708,-0.76025292,8.72053596,-14.1138429,-20.05271953,14.6936788,33.29300664,92589901220.32452,2.7213,114084486712.39,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147291716383.70523,147291716383.70523,True,,7,,,,2024-12-21T11:41:00.000Z,0.33576229765834464,9611004966.391754,-18.5395,-0.80843349,25.97749724,-17.49979947,-11.8868934,134.5586623,213.83830662,49455005119.03411,1.4535,49455005119.03,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
7,3408,USDC,USDC,usd-coin,24055,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42852589712.975105,42852589712.975105,False,,8,,,,2024-12-21T11:41:00.000Z,1.0000150318295766,11120106703.489428,-27.941,-0.005409,0.0144768,0.01252219,0.00608646,0.01713666,-0.03123788,42853233865.80059,1.2595,42853233865.8,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-21 14:42:23.071255
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-21T11:41:00.000Z,0.9600958439130809,2217191977.4236174,-15.9946,-1.06192135,22.80583271,-12.76472653,22.07917597,164.99697106,172.31912649,33724489457.253204,0.9912,43204312976.09,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
9,1958,TRON,TRX,tron,1086,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86218994518.83397,86219009590.3785,True,,10,,,,2024-12-21T11:40:00.000Z,0.2511511619354967,1514906266.4914532,-35.1022,-0.30568179,10.57596953,-14.79299922,26.30131162,57.39586485,65.92008914,21654000654.315372,0.6362,21654004439.55,,2024-12-21T11:40:00.000Z,,,,,,2024-12-21 14:42:23.071255
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409802780.1603541,448139080.1603541,False,,11,,,,2024-12-21T11:41:00.000Z,40.589420745806464,1016909788.2269309,-26.9324,-0.80166217,18.62185622,-23.65514556,19.66935195,45.59270699,50.6022237,16633657466.729841,0.4889,29051825903.76,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
11,1975,Chainlink,LINK,chainlink,1902,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2024-12-21T11:41:00.000Z,23.849459300939905,1726892317.76996,-15.613,-1.0176043,17.36303477,-20.65159535,64.14141071,95.81598384,112.33340514,15218339275.244692,0.4473,23849459300.94,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-12-21 14:42:23.071255
12,11419,Toncoin,TON,toncoin,641,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2551720579.1497045,5117909677.204612,True,,13,3414166606.0,18796103343.04091,,2024-12-21T11:40:00.000Z,5.505326925173759,391050448.1252178,-43.9312,-0.23623373,13.78768012,-11.78169164,1.49085891,4.61242441,-0.90217011,14048056009.912846,0.4128,28175765946.52,,2024-12-21T11:40:00.000Z,,,,,,2024-12-21 14:42:23.071255
13,20947,Sui,SUI,sui,491,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,14,,,,2024-12-21T11:41:00.000Z,4.752470800709088,3900414476.6215773,12.5826,-0.21152569,34.02564365,2.19233521,38.96192653,142.3814293,218.87544085,13913618752.604542,0.4089,47524708007.09,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:42:23.071255
14,5994,Shiba Inu,SHIB,shiba-inu,921,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255482512103.4,589508569657872.1,False,,15,,,,2024-12-21T11:41:00.000Z,2.300299604844572e-05,1424379476.6447136,-23.1546,-1.16108446,21.95278057,-18.15767919,-3.72430241,25.95830431,58.55537115,13554641535.75089,0.3984,13560463298.36,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-21 14:42:23.071255
0,1,Bitcoin,BTC,bitcoin,11849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19799115.0,19799115.0,False,,1,,,,2024-12-21T11:41:00.000Z,98233.15654660936,79843855166.54892,-27.5211,0.02576218,5.59381233,-3.32308219,0.46532018,45.92493646,56.28798084,1944929563279.3215,57.1639,2062896287478.8,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
1,1027,Ethereum,ETH,ethereum,9710,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120453570.82352062,120453570.82352062,True,,2,,,,2024-12-21T11:41:00.000Z,3445.7173205019885,46331069362.59052,-32.7266,-0.45323212,10.4577213,-11.69039359,9.71327405,30.77062187,33.28482954,415048955302.91797,12.1988,415048955302.92,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
2,825,Tether USDt,USDT,tether,109566,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,139872815646.93893,143440125287.04865,True,,3,,,,2024-12-21T11:41:00.000Z,0.999693378632995,200205150530.56503,-25.2944,-0.00566874,0.12600536,-0.02772175,-0.04389453,0.05234911,-0.07812509,139829927652.99844,4.1098,143396143479.75,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-21 14:43:23.626591
3,52,XRP,XRP,xrp,1485,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57252380420.0,99986807248.0,False,,4,,,,2024-12-21T11:41:00.000Z,2.3019867543936505,21537152501.779217,-11.9526,-0.66724899,15.9535414,-5.35590129,106.95505907,330.74850281,287.90600678,131794221384.34639,3.8736,230198675439.37,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
4,1839,BNB,BNB,bnb,2314,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144007751.27,144007751.27,False,,5,,,,2024-12-21T11:41:00.000Z,677.2336708549949,2473772541.6247616,-19.0759,-0.49040238,8.92840721,-6.05215327,11.19275272,13.78351997,16.18959665,97526898024.15517,2.866,97526898024.16,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479246666.9886793,590502952.1732073,True,,6,,,,2024-12-21T11:41:00.000Z,193.19884226239526,6569589949.329795,-34.708,-0.76025292,8.72053596,-14.1138429,-20.05271953,14.6936788,33.29300664,92589901220.32452,2.7213,114084486712.39,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147291716383.70523,147291716383.70523,True,,7,,,,2024-12-21T11:41:00.000Z,0.33576229765834464,9611004966.391754,-18.5395,-0.80843349,25.97749724,-17.49979947,-11.8868934,134.5586623,213.83830662,49455005119.03411,1.4535,49455005119.03,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
7,3408,USDC,USDC,usd-coin,24055,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42852589712.975105,42852589712.975105,False,,8,,,,2024-12-21T11:41:00.000Z,1.0000150318295766,11120106703.489428,-27.941,-0.005409,0.0144768,0.01252219,0.00608646,0.01713666,-0.03123788,42853233865.80059,1.2595,42853233865.8,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-21 14:43:23.626591
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-21T11:42:00.000Z,0.9603588119776697,2214446758.928991,-16.4238,-1.02705812,23.02918223,-12.74888505,21.99864908,165.17528349,172.35025621,33733726518.09254,0.9898,43216146539.0,,2024-12-21T11:42:00.000Z,,,,,,2024-12-21 14:43:23.626591
9,1958,TRON,TRX,tron,1086,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86218913728.28734,86218917743.76659,True,,10,,,,2024-12-21T11:42:00.000Z,0.2512312791184936,1504015045.3858805,-35.8603,-0.26148862,10.75828289,-14.8369226,26.36905466,57.44456965,65.95193493,21660887980.164673,0.6364,21660888988.98,,2024-12-21T11:42:00.000Z,,,,,,2024-12-21 14:43:23.626591
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409802780.1603541,448139080.1603541,False,,11,,,,2024-12-21T11:41:00.000Z,40.589420745806464,1016909788.2269309,-26.9324,-0.80166217,18.62185622,-23.65514556,19.66935195,45.59270699,50.6022237,16633657466.729841,0.4889,29051825903.76,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
11,1975,Chainlink,LINK,chainlink,1902,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2024-12-21T11:42:00.000Z,23.86763695675727,1725644321.0367763,-15.7568,-0.90741721,17.56127703,-20.47137938,64.29370362,95.99259962,112.36325476,15229938436.884653,0.4469,23867636956.76,,2024-12-21T11:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-12-21 14:43:23.626591
12,11419,Toncoin,TON,toncoin,641,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2551721522.962211,5117910621.057118,True,,13,3414166606.0,18794040899.702736,,2024-12-21T11:41:00.000Z,5.504722841197731,388991691.5480918,-44.3071,-0.23411969,13.79570568,-11.80521233,1.50311634,4.60173178,-0.91268423,14046519751.825945,0.4128,28172679494.94,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
13,20947,Sui,SUI,sui,491,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,14,,,,2024-12-21T11:41:00.000Z,4.752470800709088,3900414476.6215773,12.5826,-0.21152569,34.02564365,2.19233521,38.96192653,142.3814293,218.87544085,13913618752.604542,0.4089,47524708007.09,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:43:23.626591
14,5994,Shiba Inu,SHIB,shiba-inu,921,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255482512103.4,589508569657872.1,False,,15,,,,2024-12-21T11:42:00.000Z,2.3008655209372337e-05,1421707807.575817,-23.5763,-1.10390696,22.11755757,-18.18875224,-3.79485361,26.07696365,58.30243167,13557976227.353317,0.3978,13563799422.23,,2024-12-21T11:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-21 14:43:23.626591
0,1,Bitcoin,BTC,bitcoin,11849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19799115.0,19799115.0,False,,1,,,,2024-12-21T11:41:00.000Z,98233.15654660936,79843855166.54892,-27.5211,0.02576218,5.59381233,-3.32308219,0.46532018,45.92493646,56.28798084,1944929563279.3215,57.1639,2062896287478.8,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
1,1027,Ethereum,ETH,ethereum,9710,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120453570.82352062,120453570.82352062,True,,2,,,,2024-12-21T11:41:00.000Z,3445.7173205019885,46331069362.59052,-32.7266,-0.45323212,10.4577213,-11.69039359,9.71327405,30.77062187,33.28482954,415048955302.91797,12.1988,415048955302.92,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
2,825,Tether USDt,USDT,tether,109566,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,139872815646.93893,143440125287.04865,True,,3,,,,2024-12-21T11:41:00.000Z,0.999693378632995,200205150530.56503,-25.2944,-0.00566874,0.12600536,-0.02772175,-0.04389453,0.05234911,-0.07812509,139829927652.99844,4.1098,143396143479.75,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-21 14:44:24.302865
3,52,XRP,XRP,xrp,1485,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57252380420.0,99986807248.0,False,,4,,,,2024-12-21T11:41:00.000Z,2.3019867543936505,21537152501.779217,-11.9526,-0.66724899,15.9535414,-5.35590129,106.95505907,330.74850281,287.90600678,131794221384.34639,3.8736,230198675439.37,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
4,1839,BNB,BNB,bnb,2314,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144007751.27,144007751.27,False,,5,,,,2024-12-21T11:41:00.000Z,677.2336708549949,2473772541.6247616,-19.0759,-0.49040238,8.92840721,-6.05215327,11.19275272,13.78351997,16.18959665,97526898024.15517,2.866,97526898024.16,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479246666.9886793,590502952.1732073,True,,6,,,,2024-12-21T11:41:00.000Z,193.19884226239526,6569589949.329795,-34.708,-0.76025292,8.72053596,-14.1138429,-20.05271953,14.6936788,33.29300664,92589901220.32452,2.7213,114084486712.39,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147291716383.70523,147291716383.70523,True,,7,,,,2024-12-21T11:41:00.000Z,0.33576229765834464,9611004966.391754,-18.5395,-0.80843349,25.97749724,-17.49979947,-11.8868934,134.5586623,213.83830662,49455005119.03411,1.4535,49455005119.03,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
7,3408,USDC,USDC,usd-coin,24055,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42852589712.975105,42852589712.975105,False,,8,,,,2024-12-21T11:41:00.000Z,1.0000150318295766,11120106703.489428,-27.941,-0.005409,0.0144768,0.01252219,0.00608646,0.01713666,-0.03123788,42853233865.80059,1.2595,42853233865.8,,2024-12-21T11:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-21 14:44:24.302865
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-21T11:42:00.000Z,0.9603588119776697,2214446758.928991,-16.4238,-1.02705812,23.02918223,-12.74888505,21.99864908,165.17528349,172.35025621,33733726518.09254,0.9898,43216146539.0,,2024-12-21T11:42:00.000Z,,,,,,2024-12-21 14:44:24.302865
9,1958,TRON,TRX,tron,1086,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86218913728.28734,86218917743.76659,True,,10,,,,2024-12-21T11:42:00.000Z,0.2512312791184936,1504015045.3858805,-35.8603,-0.26148862,10.75828289,-14.8369226,26.36905466,57.44456965,65.95193493,21660887980.164673,0.6364,21660888988.98,,2024-12-21T11:42:00.000Z,,,,,,2024-12-21 14:44:24.302865
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409802780.1603541,448139080.1603541,False,,11,,,,2024-12-21T11:41:00.000Z,40.589420745806464,1016909788.2269309,-26.9324,-0.80166217,18.62185622,-23.65514556,19.66935195,45.59270699,50.6022237,16633657466.729841,0.4889,29051825903.76,,2024-12-21T11:41:00.000Z,,,,,,2024-12-21 14:44:24.302865
